"","country","species","area","year","production"
"53813","Australia","Giant tiger prawn","Pacific, Western Central",2003,NA
"53814","Australia","Marine crustaceans nei","Pacific, Southwest",2003,NA
"53815","Australia","Marine fishes nei","Indian Ocean, Eastern",2003,41
"53816","Australia","Marine fishes nei","Pacific, Southwest",2003,NA
"53817","Australia","Pacific cupped oyster","Indian Ocean, Eastern",2003,4215
"53818","Australia","Rainbow trout","Pacific, Southwest",2003,NA
"53819","Australia","Southern Australia scallop","Pacific, Southwest",2003,NA
"53820","Australia","Southern bluefin tuna","Indian Ocean, Eastern",2003,2373
"53821","Australia","Sydney cupped oyster","Indian Ocean, Eastern",2003,NA
"53822","Australia","Sydney cupped oyster","Pacific, Southwest",2003,5314
"53823","Bahamas","Brine shrimp","Atlantic, Western Central",2003,NA
"53824","Bahamas","Cobia","Atlantic, Western Central",2003,NA
"53825","Bahamas","Florida pompano","Atlantic, Western Central",2003,NA
"53826","Bahamas","Red drum","Atlantic, Western Central",2003,NA
"53827","Bahrain","Barramundi(=Giant seaperch)","Indian Ocean, Western",2003,NA
"53828","Bahrain","Gilthead seabream","Indian Ocean, Western",2003,NA
"53829","Bahrain","Mangrove red snapper","Indian Ocean, Western",2003,NA
"53830","Bahrain","Orange-spotted grouper","Indian Ocean, Western",2003,NA
"53831","Bahrain","Sobaity seabream","Indian Ocean, Western",2003,3
"53832","Bahrain","White-spotted spinefoot","Indian Ocean, Western",2003,1
"53833","Belize","Cobia","Atlantic, Western Central",2003,NA
"53834","Belize","Eucheuma seaweeds nei","Atlantic, Western Central",2003,NA
"53835","Belize","Palinurid spiny lobsters nei","Atlantic, Western Central",2003,205636
"53836","Bonaire/S.Eustatius/Saba","Cobia","Atlantic, Western Central",2003,NA
"53837","Bosnia and Herzegovina","Common dentex","Mediterranean and Black Sea",2003,246042
"53838","Bosnia and Herzegovina","European flat oyster","Mediterranean and Black Sea",2003,NA
"53839","Bosnia and Herzegovina","European seabass","Mediterranean and Black Sea",2003,NA
"53840","Bosnia and Herzegovina","Gilthead seabream","Mediterranean and Black Sea",2003,17904
"53841","Bosnia and Herzegovina","Marine fishes nei","Mediterranean and Black Sea",2003,2021
"53842","Bosnia and Herzegovina","Mediterranean mussel","Mediterranean and Black Sea",2003,NA
"53843","Brazil","Cupped oysters nei","Atlantic, Southwest",2003,25259
"53844","Brazil","Elkhorn sea moss","Atlantic, Southwest",2003,NA
"53845","Brazil","Gracilaria seaweeds","Atlantic, Southwest",2003,198172
"53846","Brazil","Groupers nei","Atlantic, Southwest",2003,NA
"53847","Brazil","Marine fishes nei","Atlantic, Southwest",2003,2362
"53848","Brazil","Marine molluscs nei","Atlantic, Southwest",2003,NA
"53849","Brazil","Mullets nei","Atlantic, Southwest",2003,104
"53850","Brazil","Pacific lion's paw","Atlantic, Southwest",2003,NA
"53851","Brazil","Scallops nei","Atlantic, Southwest",2003,NA
"53852","Brazil","Snooks(=Robalos) nei","Atlantic, Southwest",2003,NA
"53853","Brazil","South American rock mussel","Atlantic, Southwest",2003,34
"53854","Brazil","Whiteleg shrimp","Atlantic, Southwest",2003,2100
"53855","Bulgaria","Mediterranean mussel","Mediterranean and Black Sea",2003,40
"53856","Cambodia","Barramundi(=Giant seaperch)","Pacific, Western Central",2003,NA
"53857","Cambodia","Blood cockle","Pacific, Western Central",2003,1
"53858","Cambodia","Eucheuma seaweeds nei","Pacific, Western Central",2003,280
"53859","Cambodia","Green mussel","Pacific, Western Central",2003,NA
"53860","Cambodia","Marine fishes nei","Pacific, Western Central",2003,NA
"53861","Cambodia","Orange-spotted grouper","Pacific, Western Central",2003,13490
"53862","Cambodia","Snappers nei","Pacific, Western Central",2003,NA
"53863","Canada","American cupped oyster","Atlantic, Northwest",2003,NA
"53864","Canada","Atlantic bluefin tuna","Atlantic, Northwest",2003,NA
"53865","Canada","Atlantic cod","Atlantic, Northwest",2003,NA
"53866","Canada","Atlantic salmon","Atlantic, Northwest",2003,7
"53867","Canada","Atlantic salmon","Pacific, Northeast",2003,NA
"53868","Canada","Blue mussel","Atlantic, Northwest",2003,40
"53869","Canada","Blue mussel","Pacific, Northeast",2003,NA
"53870","Canada","Butter clam","Atlantic, Northwest",2003,103
"53871","Canada","Chinook(=Spring=King) salmon","Pacific, Northeast",2003,NA
"53872","Canada","Coho(=Silver) salmon","Pacific, Northeast",2003,30
"53873","Canada","Japanese carpet shell","Pacific, Northeast",2003,2727
"53874","Canada","Marine molluscs nei","Atlantic, Northwest",2003,32
"53875","Canada","Marine molluscs nei","Pacific, Northeast",2003,439
"53876","Canada","Pacific cupped oyster","Pacific, Northeast",2003,NA
"53877","Canada","Rainbow trout","Pacific, Northeast",2003,NA
"53878","Canada","Salmonids nei","Atlantic, Northwest",2003,20510
"53879","Canada","Scallops nei","Atlantic, Northwest",2003,11
"53880","Canada","Scallops nei","Pacific, Northeast",2003,NA
"53881","Channel Islands","Blue mussel","Atlantic, Northeast",2003,NA
"53882","Channel Islands","European flat oyster","Atlantic, Northeast",2003,1176
"53883","Channel Islands","Great Atlantic scallop","Atlantic, Northeast",2003,1
"53884","Channel Islands","Grooved carpet shell","Atlantic, Northeast",2003,NA
"53885","Channel Islands","Pacific cupped oyster","Atlantic, Northeast",2003,909
"53886","Channel Islands","Tuberculate abalone","Atlantic, Northeast",2003,4
"53887","Channel Islands","Turbot","Atlantic, Northeast",2003,NA
"53888","Chile","[Porphyra columbina]","Pacific, Southeast",2003,NA
"53889","Chile","Atlantic salmon","Pacific, Southeast",2003,NA
"53890","Chile","Chilean flat oyster","Pacific, Southeast",2003,NA
"53891","Chile","Chilean mussel","Pacific, Southeast",2003,2000
"53892","Chile","Chinook(=Spring=King) salmon","Pacific, Southeast",2003,4
"53893","Chile","Cholga mussel","Pacific, Southeast",2003,28549
"53894","Chile","Choro mussel","Pacific, Southeast",2003,NA
"53895","Chile","Coho(=Silver) salmon","Pacific, Southeast",2003,NA
"53896","Chile","Giant kelp","Pacific, Southeast",2003,185
"53897","Chile","Gracilaria seaweeds","Pacific, Southeast",2003,NA
"53898","Chile","Japanese abalone","Pacific, Southeast",2003,NA
"53899","Chile","Masu(=Cherry) salmon","Pacific, Southeast",2003,NA
"53900","Chile","Pacific cupped oyster","Pacific, Southeast",2003,NA
"53901","Chile","Peruvian calico scallop","Pacific, Southeast",2003,48488
"53902","Chile","Rainbow trout","Pacific, Southeast",2003,NA
"53903","Chile","Red abalone","Pacific, Southeast",2003,11
"53904","Chile","Yellowtail amberjack","Pacific, Southeast",2003,NA
"53905","China","Abalones nei","Pacific, Northwest",2003,NA
"53906","China","Amberjacks nei","Pacific, Northwest",2003,NA
"53907","China","Aquatic invertebrates nei","Pacific, Northwest",2003,2313
"53908","China","Blood cockle","Pacific, Northwest",2003,NA
"53909","China","Bright green nori","Pacific, Northwest",2003,NA
"53910","China","Cobia","Pacific, Northwest",2003,1
"53911","China","Constricted tagelus","Pacific, Northwest",2003,NA
"53912","China","Cupped oysters nei","Pacific, Northwest",2003,NA
"53913","China","Eucheuma seaweeds nei","Pacific, Northwest",2003,1
"53914","China","Fusiform sargassum","Pacific, Northwest",2003,8000
"53915","China","Gracilaria seaweeds","Pacific, Northwest",2003,NA
"53916","China","Groupers nei","Pacific, Northwest",2003,2546
"53917","China","Indo-Pacific swamp crab","Pacific, Northwest",2003,NA
"53918","China","Japanese carpet shell","Pacific, Northwest",2003,NA
"53919","China","Japanese isinglass","Pacific, Northwest",2003,NA
"53920","China","Japanese kelp","Pacific, Northwest",2003,NA
"53921","China","Japanese sea cucumber","Pacific, Northwest",2003,NA
"53922","China","Japanese seabass","Pacific, Northwest",2003,1
"53923","China","Jellyfishes nei","Pacific, Northwest",2003,NA
"53924","China","Large yellow croaker","Pacific, Northwest",2003,117
"53925","China","Lefteye flounders nei","Pacific, Northwest",2003,NA
"53926","China","Marine crabs nei","Pacific, Northwest",2003,NA
"53927","China","Marine fishes nei","Pacific, Northwest",2003,4696
"53928","China","Marine molluscs nei","Pacific, Northwest",2003,794
"53929","China","Nori nei","Pacific, Northwest",2003,NA
"53930","China","Pearl oyster shells nei","Pacific, Northwest",2003,NA
"53931","China","Pen shells nei","Pacific, Northwest",2003,NA
"53932","China","Porgies, seabreams nei","Pacific, Northwest",2003,NA
"53933","China","Portunus swimcrabs nei","Pacific, Northwest",2003,378
"53934","China","Red drum","Pacific, Northwest",2003,1449
"53935","China","Righteye flounders nei","Pacific, Northwest",2003,25
"53936","China","Scallops nei","Pacific, Northwest",2003,NA
"53937","China","Sea mussels nei","Pacific, Northwest",2003,1065
"53938","China","Sea snails","Pacific, Northwest",2003,16
"53939","China","Sea urchins nei","Pacific, Northwest",2003,NA
"53940","China","Seaweeds nei","Pacific, Northwest",2003,1
"53941","China","Snubnose pompano","Pacific, Northwest",2003,NA
"53942","China","Tiger pufferfish","Pacific, Northwest",2003,515
"53943","China","Turbot","Pacific, Northwest",2003,331
"53944","China","Wakame","Pacific, Northwest",2003,380
"53945","China, Hong Kong SAR","Areolate grouper","Pacific, Northwest",2003,NA
"53946","China, Hong Kong SAR","Barramundi(=Giant seaperch)","Pacific, Northwest",2003,1
"53947","China, Hong Kong SAR","Cupped oysters nei","Pacific, Northwest",2003,16735
"53948","China, Hong Kong SAR","Goldlined seabream","Pacific, Northwest",2003,NA
"53949","China, Hong Kong SAR","Greasy grouper","Pacific, Northwest",2003,NA
"53950","China, Hong Kong SAR","Hong Kong grouper","Pacific, Northwest",2003,12317
"53951","China, Hong Kong SAR","Mangrove red snapper","Pacific, Northwest",2003,25
"53952","China, Hong Kong SAR","Marine fishes nei","Pacific, Northwest",2003,1509
"53953","China, Hong Kong SAR","Orange-spotted grouper","Pacific, Northwest",2003,NA
"53954","China, Hong Kong SAR","Russell's snapper","Pacific, Northwest",2003,NA
"53955","China, Hong Kong SAR","Silver seabream","Pacific, Northwest",2003,250
"53956","China, Hong Kong SAR","Snappers nei","Pacific, Northwest",2003,NA
"53957","China, Hong Kong SAR","Snubnose pompano","Pacific, Northwest",2003,29
"53958","Colombia","Cobia","Atlantic, Western Central",2003,22
"53959","Colombia","Cupped oysters nei","Atlantic, Western Central",2003,NA
"53960","Colombia","Tarpon","Atlantic, Western Central",2003,NA
"53961","Colombia","Whiteleg shrimp","Atlantic, Western Central",2003,NA
"53962","Colombia","Whiteleg shrimp","Pacific, Southeast",2003,NA
"53963","Cook Islands","Blacklip pearl oyster","Pacific, Eastern Central",2003,NA
"53964","Cook Islands","Giant clams nei","Pacific, Eastern Central",2003,NA
"53965","Costa Rica","Natantian decapods nei","Pacific, Eastern Central",2003,NA
"53966","Croatia","Atlantic bluefin tuna","Mediterranean and Black Sea",2003,NA
"53967","Croatia","Common dentex","Mediterranean and Black Sea",2003,NA
"53968","Croatia","European flat oyster","Mediterranean and Black Sea",2003,4186
"53969","Croatia","European seabass","Mediterranean and Black Sea",2003,5
"53970","Croatia","Gilthead seabream","Mediterranean and Black Sea",2003,NA
"53971","Croatia","Great Mediterranean scallop","Mediterranean and Black Sea",2003,108
"53972","Croatia","Marine fishes nei","Mediterranean and Black Sea",2003,2185
"53973","Croatia","Marine molluscs nei","Mediterranean and Black Sea",2003,NA
"53974","Croatia","Meagre","Mediterranean and Black Sea",2003,NA
"53975","Croatia","Mediterranean mussel","Mediterranean and Black Sea",2003,NA
"53976","Croatia","Pargo breams nei","Mediterranean and Black Sea",2003,1545
"53977","Croatia","Rainbow trout","Mediterranean and Black Sea",2003,6
"53978","Croatia","Sharpsnout seabream","Mediterranean and Black Sea",2003,NA
"53979","Croatia","Turbot","Mediterranean and Black Sea",2003,143
"53980","Cuba","Mangrove cupped oyster","Atlantic, Western Central",2003,NA
"53981","Cuba","Tropical spiny lobsters nei","Atlantic, Western Central",2003,3377
"53982","Cyprus","Atlantic bluefin tuna","Mediterranean and Black Sea",2003,NA
"53983","Cyprus","European seabass","Mediterranean and Black Sea",2003,NA
"53984","Cyprus","Gilthead seabream","Mediterranean and Black Sea",2003,4170
"53985","Cyprus","Indian white prawn","Mediterranean and Black Sea",2003,1139
"53986","Cyprus","Japanese seabream","Mediterranean and Black Sea",2003,NA
"53987","Cyprus","Marbled spinefoot","Mediterranean and Black Sea",2003,NA
"53988","Cyprus","Meagre","Mediterranean and Black Sea",2003,NA
"53989","Cyprus","Red porgy","Mediterranean and Black Sea",2003,NA
"53990","Cyprus","Sharpsnout seabream","Mediterranean and Black Sea",2003,1182
"53991","Cyprus","Shi drum","Mediterranean and Black Sea",2003,NA
"53992","Denmark","Atlantic cod","Atlantic, Northeast",2003,NA
"53993","Denmark","Atlantic salmon","Atlantic, Northeast",2003,NA
"53994","Denmark","Blue mussel","Atlantic, Northeast",2003,NA
"53995","Denmark","Brown seaweeds","Atlantic, Northeast",2003,NA
"53996","Denmark","European eel","Atlantic, Northeast",2003,NA
"53997","Denmark","European flounder","Atlantic, Northeast",2003,610
"53998","Denmark","Marine fishes nei","Atlantic, Northeast",2003,NA
"53999","Denmark","Rainbow trout","Atlantic, Northeast",2003,NA
"54000","Denmark","Sea belt","Atlantic, Northeast",2003,86
"54001","Denmark","Turbot","Atlantic, Northeast",2003,120
"54002","Dominican Republic","American cupped oyster","Atlantic, Western Central",2003,NA
"54003","Dominican Republic","Cobia","Atlantic, Western Central",2003,85
"54004","Dominican Republic","European seabass","Atlantic, Western Central",2003,NA
"54005","Dominican Republic","Florida pompano","Atlantic, Western Central",2003,NA
"54006","Dominican Republic","Gilthead seabream","Atlantic, Western Central",2003,43874
"54007","Dominican Republic","Penaeus shrimps nei","Atlantic, Western Central",2003,NA
"54008","Ecuador","Marine fishes nei","Pacific, Southeast",2003,17
"54009","Ecuador","Pacific cupped oyster","Pacific, Southeast",2003,63316
"54010","Ecuador","Red drum","Pacific, Southeast",2003,NA
"54011","Ecuador","Scallops nei","Pacific, Southeast",2003,NA
"54012","El Salvador","Black ark","Pacific, Eastern Central",2003,NA
"54013","El Salvador","Cupped oysters nei","Pacific, Eastern Central",2003,NA
"54014","El Salvador","Grand ark","Pacific, Eastern Central",2003,NA
"54015","Estonia","Rainbow trout","Atlantic, Northeast",2003,NA
"54016","Falkland Is.(Malvinas)","Blue mussel","Atlantic, Southwest",2003,81329
"54017","Falkland Is.(Malvinas)","Pacific cupped oyster","Atlantic, Southwest",2003,NA
"54018","Faroe Islands","Atlantic salmon","Atlantic, Northeast",2003,NA
"54019","Faroe Islands","Rainbow trout","Atlantic, Northeast",2003,90190
"54020","Fiji, Republic of","Anadara clams nei","Pacific, Western Central",2003,NA
"54021","Fiji, Republic of","Eucheuma seaweeds nei","Pacific, Western Central",2003,1
"54022","Fiji, Republic of","Green mussel","Pacific, Western Central",2003,NA
"54023","Fiji, Republic of","Pearl oyster shells nei","Pacific, Western Central",2003,9160
"54024","France","Atlantic salmon","Atlantic, Northeast",2003,3
"54025","France","Blue mussel","Atlantic, Northeast",2003,NA
"54026","France","Blue mussel","Mediterranean and Black Sea",2003,NA
"54027","France","Clams, etc. nei","Atlantic, Northeast",2003,2732
"54028","France","Clams, etc. nei","Mediterranean and Black Sea",2003,NA
"54029","France","Coho(=Silver) salmon","Atlantic, Northeast",2003,NA
"54030","France","Common edible cockle","Atlantic, Northeast",2003,NA
"54031","France","Common edible cockle","Mediterranean and Black Sea",2003,NA
"54032","France","European flat oyster","Atlantic, Northeast",2003,NA
"54033","France","European flat oyster","Mediterranean and Black Sea",2003,NA
"54034","France","European seabass","Atlantic, Northeast",2003,NA
"54035","France","European seabass","Mediterranean and Black Sea",2003,4043
